X0 Y0 Theta0 VX0 VY0 L0 FX0 FY0 T0 X1 Y1 Theta1 VX1 VY1 L1 FX1 FY1 T1 Time Energy
-0.5000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.5000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  1.0000 
-0.5000  0.0000  0.1000  0.0000  0.0000  1.0000  0.0000 -1.2000 -1.2000  0.5000  0.0000  0.1000  0.0000  0.0000  1.0000  0.0000  1.2000  1.2000  0.1000  0.9400 
-0.5000 -0.0120  0.1880  0.0000 -0.1200  0.8800  0.0510 -2.1114 -1.6801  0.5000  0.0120  0.2120  0.0000  0.1200  1.1200 -0.0510  2.1114  1.6801  0.2000  0.8426 
-0.4995 -0.0451  0.2592  0.0051 -0.3311  0.7120  0.2296 -2.5086 -1.0503  0.4995  0.0451  0.3408 -0.0051  0.3311  1.2880 -0.2296  2.5086  1.0503  0.3000  0.9249 
-0.4967 -0.1033  0.3199  0.0281 -0.5820  0.6070  0.4907 -2.2870  0.5447  0.4967  0.1033  0.4801 -0.0281  0.5820  1.3930 -0.4907  2.2870 -0.5447  0.4000  1.2533 
-0.4890 -0.1844  0.3860  0.0771 -0.8107  0.6614  0.6325 -1.5493  2.4297  0.4890  0.1844  0.6140 -0.0771  0.8107  1.3386 -0.6325  1.5493 -2.4297  0.5000  1.6363 
-0.4749 -0.2809  0.4765  0.1404 -0.9656  0.9044  0.4913 -0.6270  3.6569  0.4749  0.2809  0.7235 -0.1404  0.9656  1.0956 -0.4913  0.6270 -3.6569  0.6000  1.9102 
-0.4560 -0.3838  0.6035  0.1895 -1.0283  1.2701  0.1497  0.1202  3.4698  0.4560  0.3838  0.7965 -0.1895  1.0283  0.7299 -0.1497 -0.1202 -3.4698  0.7000  2.1661 
-0.4355 -0.4854  0.7652  0.2045 -1.0163  1.6171 -0.1496  0.5431  1.7268  0.4355  0.4854  0.8348 -0.2045  1.0163  0.3829  0.1496 -0.5431 -1.7268  0.8000  2.4900 
-0.4166 -0.5816  0.9442  0.1895 -0.9620  1.7898 -0.2295  0.6943 -0.9995  0.4166  0.5816  0.8558 -0.1895  0.9620  0.2102  0.2295 -0.6943  0.9995  0.9000  2.6594 
-0.3999 -0.6709  1.1132  0.1666 -0.8926  1.6898 -0.0547  0.6869 -3.6750  0.3999  0.6709  0.8868 -0.1666  0.8926  0.3102  0.0547 -0.6869  3.6750  1.0000  2.4260 
-0.3838 -0.7533  1.2454  0.1611 -0.8239  1.3223  0.3185  0.6130 -5.2395  0.3838  0.7533  0.9546 -0.1611  0.8239  0.6777 -0.3185 -0.6130  5.2395  1.1000  2.0049 
-0.3645 -0.8295  1.3252  0.1930 -0.7626  0.7984  0.8018  0.5348 -5.0271  0.3645  0.8295  1.0748 -0.1930  0.7626  1.2016 -0.8018 -0.5348  5.0271  1.2000  1.9466 
-0.3372 -0.9004  1.3548  0.2731 -0.7091  0.2957  1.3074  0.4960 -3.0229  0.3372  0.9004  1.2452 -0.2731  0.7091  1.7043 -1.3074 -0.4960  3.0229  1.3000  2.4475 
-0.2968 -0.9664  1.3541  0.4039 -0.6595 -0.0066  1.7592  0.5286  0.1249  0.2968  0.9664  1.4459 -0.4039  0.6595  2.0066 -1.7592 -0.5286 -0.1249  1.4000  3.0322 
-0.2388 -1.0270  1.3547  0.5798 -0.6066  0.0059  2.0943  0.6514  3.3380  0.2388  1.0270  1.6453 -0.5798  0.6066  1.9941 -2.0943 -0.6514 -3.3380  1.5000  3.1159 
-0.1599 -1.0812  1.3887  0.7892 -0.5415  0.3396  2.2634  0.8640  5.4950  0.1599  1.0812  1.8113 -0.7892  0.5415  1.6604 -2.2634 -0.8640 -5.4950  1.6000  2.7801 
-0.0584 -1.1267  1.4776  1.0156 -0.4551  0.8891  2.2336  1.1424  5.8352  0.0584  1.1267  1.9224 -1.0156  0.4551  1.1109 -2.2336 -1.1424 -5.8352  1.7000  2.7447 
 0.0655 -1.1608  1.6249  1.2389 -0.3409  1.4727  1.9957  1.4400  4.2313 -0.0655  1.1608  1.9751 -1.2389  0.3409  0.5273 -1.9957 -1.4400 -4.2313  1.8000  3.5122 
 0.2094 -1.1805  1.8144  1.4385 -0.1968  1.8958  1.5714  1.6983  1.2363 -0.2094  1.1805  1.9856 -1.4385  0.1968  0.1042 -1.5714 -1.6983 -1.2363  1.9000  4.7311 
 0.3689 -1.1832  2.0164  1.5956 -0.0270  2.0194  1.0139  1.8651 -2.1129 -0.3689  1.1832  1.9836 -1.5956  0.0270 -0.0194 -1.0139 -1.8651  2.1129  2.0000  5.5821 
 0.5386 -1.1672  2.1972  1.6970  0.1595  1.8081  0.3969  1.9134 -4.6612 -0.5386  1.1672  2.0028 -1.6970 -0.1595  0.1919 -0.3969 -1.9134  4.6612  2.1000  5.7173 
 0.7123 -1.1321  2.3314  1.7367  0.3508  1.3420 -0.2055  1.8499 -5.5415 -0.7123  1.1321  2.0686 -1.7367 -0.3508  0.6580  0.2055 -1.8499  5.5415  2.2000  5.5974 
 0.8839 -1.0786  2.4102  1.7162  0.5358  0.7879 -0.7382  1.7081 -4.4784 -0.8839  1.0786  2.1898 -1.7162 -0.5358  1.2121  0.7382 -1.7081  4.4784  2.3000  5.8424 
 1.0482 -1.0079  2.4442  1.6424  0.7066  0.3400 -1.1741  1.5321 -1.8813 -1.0482  1.0079  2.3558 -1.6424 -0.7066  1.6600  1.1741 -1.5321  1.8813  2.4000  6.4455 
 1.2007 -0.9219  2.4594  1.5249  0.8598  0.1519 -1.5116  1.3606  1.3038 -1.2007  0.9219  2.5406 -1.5249 -0.8598  1.8481  1.5116 -1.3606 -1.3038  2.5000  6.8352 
 1.3380 -0.8223  2.4876  1.3738  0.9959  0.2823 -1.7646  1.2178  3.9327 -1.3380  0.8223  2.7124 -1.3738 -0.9959  1.7177  1.7646 -1.2178 -3.9327  2.6000  6.6605 
 1.4578 -0.7105  2.5552  1.1973  1.1177  0.6755 -1.9539  1.1117  5.0711 -1.4578  0.7105  2.8448 -1.1973 -1.1177  1.3245  1.9539 -1.1117 -5.0711  2.7000  6.2618 
 1.5580 -0.5877  2.6734  1.0019  1.2289  1.1827 -2.0994  1.0369  4.3276 -1.5580  0.5877  2.9266 -1.0019 -1.2289  0.8173  2.0994 -1.0369 -4.3276  2.8000  6.2281 
 1.6372 -0.4544  2.8350  0.7920  1.3325  1.6154 -2.2172  0.9784  1.9915 -1.6372  0.4544  2.9650 -0.7920 -1.3325  0.3846  2.2172 -0.9784 -1.9915  2.9000  6.6436 
 1.6942 -0.3114  3.0164  0.5703  1.4304  1.8146 -2.3178  0.9160 -1.0731 -1.6942  0.3114  2.9836 -0.5703 -1.4304  0.1854  2.3178 -0.9160  1.0731  3.0000  7.0139 
 1.7280 -0.1592  3.1871  0.3385  1.5220  1.7073 -2.4050  0.8272 -3.7403 -1.7280  0.1592  3.0129 -0.3385 -1.5220  0.2927  2.4050 -0.8272  3.7403  3.1000  6.9531 
 1.7378  0.0013  3.3205  0.0980  1.6047  1.3332 -2.4762  0.6901 -5.0287 -1.7378 -0.0013  3.0795 -0.0980 -1.6047  0.6668  2.4762 -0.6901  5.0287  3.2000  6.7113 
 1.7229  0.1687  3.4035 -0.1496  1.6737  0.8303 -2.5216  0.4864 -4.4559 -1.7229 -0.1687  3.1965  0.1496 -1.6737  1.1697  2.5216 -0.4864  4.4559  3.3000  6.8402 
 1.6827  0.3409  3.4420 -0.4018  1.7223  0.3848 -2.5248  0.2050 -2.2134 -1.6827 -0.3409  3.3580  0.4018 -1.7223  1.6152  2.5248 -0.2050  2.2134  3.4000  7.4440 
 1.6173  0.5152  3.4583 -0.6543  1.7428  0.1634 -2.4639 -0.1550  0.9003 -1.6173 -0.5152  3.5417  0.6543 -1.7428  1.8366  2.4639  0.1550 -0.9003  3.5000  8.0143 
 1.5272  0.6879  3.4837 -0.9007  1.7273  0.2534 -2.3161 -0.5802  3.7659 -1.5272 -0.6879  3.7163  0.9007 -1.7273  1.7466  2.3161  0.5802 -3.7659  3.6000  8.0790 
 1.4140  0.8549  3.5467 -1.1323  1.6693  0.6300 -2.0631 -1.0421  5.3444 -1.4140 -0.8549  3.8533  1.1323 -1.6693  1.3700  2.0631  1.0421 -5.3444  3.7000  7.8129 
 1.2801  1.0114  3.6631 -1.3386  1.5651  1.1645 -1.6994 -1.4992  5.0507 -1.2801 -1.0114  3.9369  1.3386 -1.5651  0.8355  1.6994  1.4992 -5.0507  3.8000  7.7906 
 1.1293  1.1529  3.8301 -1.5085  1.4152  1.6695 -1.2387 -1.9049  2.9655 -1.1293 -1.1529  3.9699  1.5085 -1.4152  0.3305  1.2387  1.9049 -2.9655  3.9000  8.1898 
 0.9660  1.2754  4.0267 -1.6324  1.2247  1.9661 -0.7149 -2.2182 -0.1909 -0.9660 -1.2754  3.9733  1.6324 -1.2247  0.0339  0.7149  2.2182  0.1909  4.0000  8.4916 
 0.7957  1.3757  4.2214 -1.7039  1.0029  1.9470 -0.1764 -2.4145 -3.3135 -0.7957 -1.3757  3.9786  1.7039 -1.0029  0.0530  0.1764  2.4145  3.3135  4.1000  8.1025 
 0.6235  1.4518  4.3829 -1.7215  0.7614  1.6157  0.3245 -2.4902 -5.3052 -0.6235 -1.4518  4.0171  1.7215 -0.7614  0.3843 -0.3245  2.4902  5.3052  4.2000  7.1200 
 0.4546  1.5030  4.4915 -1.6891  0.5124  1.0851  0.7435 -2.4612 -5.4684 -0.4546 -1.5030  4.1085  1.6891 -0.5124  0.9149 -0.7435  2.4612  5.4684  4.3000  6.2559 
 0.2931  1.5297  4.5453 -1.6147  0.2663  0.5383  1.0522 -2.3551 -3.7538 -0.2931 -1.5297  4.2547  1.6147 -0.2663  1.4617 -1.0522  2.3551  3.7538  4.4000  5.9949 
 0.1422  1.5327  4.5616 -1.5095  0.0308  0.1629  1.2406 -2.2027 -0.7783 -0.1422 -1.5327  4.4384  1.5095 -0.0308  1.8371 -1.2406  2.2027  0.7783  4.5000  6.0467 
 0.0036  1.5138  4.5701 -1.3854 -0.1895  0.0851  1.3150 -2.0308  2.3965 -0.0036 -1.5138  4.6299  1.3854  0.1895  1.9149 -1.3150  2.0308 -2.3965  4.6000  5.7736 
-0.1218  1.4745  4.6026 -1.2539 -0.3926  0.3248  1.2947 -1.8589  4.6449  0.1218 -1.4745  4.7974  1.2539  0.3926  1.6752 -1.2947  1.8589 -4.6449  4.7000  5.0286 
-0.2342  1.4167  4.6815 -1.1245 -0.5784  0.7892  1.2077 -1.6976  5.1810  0.2342 -1.4167  4.9185  1.1245  0.5784  1.2108 -1.2077  1.6976 -5.1810  4.8000  4.3324 
-0.3346  1.3419  4.8122 -1.0037 -0.7482  1.3073  1.0879 -1.5487  3.8408  0.3346 -1.3419  4.9878  1.0037  0.7482  0.6927 -1.0879  1.5487 -3.8408  4.9000  4.1862 
-0.4241  1.2516  4.9814 -0.8949 -0.9031  1.6914  0.9713 -1.4056  1.1397  0.4241 -1.2516  5.0186  0.8949  0.9031  0.3086 -0.9713  1.4056 -1.1397  5.0000  4.4342 
-0.5038  1.1472  5.1619 -0.7978 -1.0436  1.8054  0.8936 -1.2523 -1.9140  0.5038 -1.1472  5.0381  0.7978  1.0436  0.1946 -0.8936  1.2523  1.9140  5.1000  4.4964 
-0.5747  1.0303  5.3233 -0.7084 -1.1689  1.6140  0.8842 -1.0635 -4.1848  0.5747 -1.0303  5.0767  0.7084  1.1689  0.3860 -0.8842  1.0635  4.1848  5.2000  4.1361 
-0.6367  0.9028  5.4429 -0.6200 -1.2752  1.1955  0.9581 -0.8043 -4.8233  0.6367 -0.9028  5.1571  0.6200  1.2752  0.8045 -0.9581  0.8043  4.8233  5.3000  3.7351 
-0.6891  0.7672  5.5142 -0.5242 -1.3556  0.7132  1.1045 -0.4362 -3.5799  0.6891 -0.7672  5.2858  0.5242  1.3556  1.2868 -1.1045  0.4362  3.5799  5.4000  3.7215 
-0.7305  0.6273  5.5497 -0.4137 -1.3993  0.3552  1.2779  0.0671 -0.9053  0.7305 -0.6273  5.4503  0.4137  1.3993  1.6448 -1.2779 -0.0671  0.9053  5.5000  3.9359 
-0.7591  0.4881  5.5762 -0.2860 -1.3926  0.2646  1.4024  0.6929  2.1997  0.7591 -0.4881  5.6238  0.2860  1.3926  1.7354 -1.4024 -0.6929 -2.1997  5.6000  3.8095 
-0.7736  0.3557  5.6246 -0.1457 -1.3233  0.4846  1.4018  1.3657  4.5403  0.7736 -0.3557  5.7754  0.1457  1.3233  1.5154 -1.4018 -1.3657 -4.5403  5.7000  3.1346 
-0.7742  0.2371  5.7185 -0.0055 -1.1867  0.9386  1.2459  1.9534  5.1673  0.7742 -0.2371  5.8815  0.0055  1.1867  1.0614 -1.2459 -1.9534 -5.1673  5.8000  2.3828 
-0.7623  0.1379  5.8640  0.1190 -0.9913  1.4554  0.9768  2.3133  3.7456  0.7623 -0.1379  5.9360 -0.1190  0.9913  0.5446 -0.9768 -2.3133 -3.7456  5.9000  2.1024 
-0.7406  0.0619  6.0470  0.2167 -0.7600  1.8299  0.6844  2.3484  0.7048  0.7406 -0.0619  5.9530 -0.2167  0.7600  0.1701 -0.6844 -2.3484 -0.7048  6.0000  2.1878 
-0.7121  0.0094  6.2371  0.2852 -0.5252  1.9004  0.4512  2.0340 -2.8942  0.7121 -0.0094  5.9629 -0.2852  0.5252  0.0996 -0.4512 -2.0340  2.8942  6.1000  2.0470 
-0.6791 -0.0228  6.3982  0.3303 -0.3218  1.6110  0.3118  1.4117 -5.7330  0.6791  0.0228  6.0018 -0.3303  0.3218  0.3890 -0.3118 -1.4117  5.7330  6.2000  1.4901 
-0.6429 -0.0408  6.5019  0.3615 -0.1806  1.0377  0.2524  0.5765 -6.7098  0.6429  0.0408  6.0981 -0.3615  0.1806  0.9623 -0.2524 -0.5765  6.7098  6.3000  1.1117 
-0.6043 -0.0531  6.5386  0.3867 -0.1230  0.3667  0.2430 -0.3294 -5.3387  0.6043  0.0531  6.2614 -0.3867  0.1230  1.6333 -0.2430  0.3294  5.3387  6.4000  1.5449 
-0.5632 -0.0687  6.5219  0.4110 -0.1559 -0.1672  0.2723 -1.1199 -1.9322  0.5632  0.0687  6.4781 -0.4110  0.1559  2.1672 -0.2723  1.1199  1.9322  6.5000  2.5090 
-0.5193 -0.0955  6.4858  0.4382 -0.2679 -0.3604  0.3480 -1.5824  2.4905  0.5193  0.0955  6.7142 -0.4382  0.2679  2.3604 -0.3480  1.5824 -2.4905  6.6000  2.9807 
-0.4720 -0.1381  6.4747  0.4730 -0.4261 -0.1113  0.4296 -1.5266  6.5249  0.4720  0.1381  6.9253 -0.4730  0.4261  2.1113 -0.4296  1.5266 -6.5249  6.7000  2.4343 
-0.4204 -0.1960  6.5288  0.5160 -0.5788  0.5412  0.3430 -0.9069  8.7956  0.4204  0.1960  7.0712 -0.5160  0.5788  1.4588 -0.3430  0.9069 -8.7956  6.8000  1.6284 
-0.3654 -0.2629  6.6709  0.5503 -0.6695  1.4207 -0.1297  0.0096  8.3315  0.3654  0.2629  7.1291 -0.5503  0.6695  0.5793  0.1297 -0.0096 -8.3315  6.9000  1.8277 
-0.3117 -0.3298  6.8963  0.5373 -0.6685  2.2539 -0.9083  0.7311  4.8963  0.3117  0.3298  7.1037 -0.5373  0.6685 -0.2539  0.9083 -0.7311 -4.8963  7.0000  3.2343 
-0.2670 -0.3893  7.1706  0.4465 -0.5954  2.7435 -1.5443  0.9914 -0.7083  0.2670  0.3893  7.0294 -0.4465  0.5954 -0.7435  1.5443 -0.9914  0.7083  7.1000  4.4450 
-0.2378 -0.4390  7.4379  0.2921 -0.4963  2.6727 -1.6627  0.8990 -6.6740  0.2378  0.4390  6.9621 -0.2921  0.4963 -0.6727  1.6627 -0.8990  6.6740  7.2000  3.8673 
-0.2252 -0.4796  7.6384  0.1258 -0.4064  2.0053 -1.2233  0.6404 -10.8036  0.2252  0.4796  6.9616 -0.1258  0.4064 -0.0053  1.2233 -0.6404  10.8036  7.3000  1.8850 
-0.2249 -0.5138  7.7309  0.0035 -0.3423  0.9249 -0.4070  0.3110 -11.4152  0.2249  0.5138  7.0691 -0.0035  0.3423  1.0751  0.4070 -0.3110  11.4152  7.4000  0.9009 
-0.2286 -0.5450  7.7092 -0.0372 -0.3112 -0.2166  0.5483 -0.0327 -8.0512  0.2286  0.5450  7.2908  0.0372  0.3112  2.2166 -0.5483  0.0327  8.0512  7.5000  2.4962 
-0.2268 -0.5764  7.6071  0.0176 -0.3145 -1.0217  1.4378 -0.3091 -1.7058  0.2268  0.5764  7.5929 -0.0176  0.3145  3.0217 -1.4378  0.3091  1.7058  7.6000  5.1273 
-0.2107 -0.6109  7.4878  0.1614 -0.3454 -1.1923  2.1158 -0.4202  5.5004  0.2107  0.6109  7.9122 -0.1614  0.3454  3.1923 -2.1158  0.4202 -5.5004  7.7000  5.7140 
-0.1734 -0.6497  7.4236  0.3730 -0.3874 -0.6423  2.4869 -0.3068  11.0679  0.1734  0.6497  8.1764 -0.3730  0.3874  2.6423 -2.4869  0.3068 -11.0679  7.8000  3.5058 
-0.1112 -0.6915  7.4701  0.6217 -0.4181  0.4645  2.4983  0.0041  13.0116  0.1112  0.6915  8.3299 -0.6217  0.4181  1.5355 -2.4983 -0.0041 -13.0116  7.9000  1.3053 
-0.0241 -0.7333  7.6466  0.8715 -0.4177  1.7657  2.1603  0.3967  10.5750  0.0241  0.7333  8.3534 -0.8715  0.4177  0.2343 -2.1603 -0.3967 -10.5750  8.0000  2.1878 
 0.0847 -0.7711  7.9290  1.0875 -0.3780  2.8232  1.5697  0.7271  4.5180 -0.0847  0.7711  8.2710 -1.0875  0.3780 -0.8232 -1.5697 -0.7271 -4.5180  8.1000  5.6311 
 0.2091 -0.8016  8.2565  1.2445 -0.3053  3.2750  0.8888  0.9107 -3.1221 -0.2091  0.8016  8.1435 -1.2445  0.3053 -1.2750 -0.8888 -0.9107  3.1221  8.2000  7.9774 
 0.3425 -0.8230  8.5527  1.3334 -0.2142  2.9628  0.2722  0.9612 -9.7187 -0.3425  0.8230  8.0473 -1.3334  0.2142 -0.9628 -0.2722 -0.9612  9.7187  8.3000  6.8389 
 0.4785 -0.8348  8.7518  1.3606 -0.1181  1.9909 -0.1938  0.9546 -12.9720 -0.4785  0.8348  8.0482 -1.3606  0.1181  0.0091  0.1938 -0.9546  12.9720  8.4000  4.0229 
 0.6126 -0.8371  8.8212  1.3412 -0.0227  0.6937 -0.4969  0.9681 -11.7335 -0.6126  0.8371  8.1788 -1.3412  0.0227  1.3063  0.4969 -0.9681  11.7335  8.5000  3.2631 
 0.7418 -0.8297  8.7732  1.2915  0.0741 -0.4797 -0.6695  1.0459 -6.4339 -0.7418  0.8297  8.4268 -1.2915 -0.0741  2.4797  0.6695 -1.0459  6.4339  8.6000  5.5527 
 0.8643 -0.8118  8.6609  1.2246  0.1787 -1.1231 -0.7585  1.1957  1.0548 -0.8643  0.8118  8.7391 -1.2246 -0.1787  3.1231  0.7585 -1.1957 -1.0548  8.7000  7.9711 
 0.9791 -0.7820  8.5592  1.1487  0.2983 -1.0176 -0.8088  1.4008  8.0805 -0.9791  0.7820  9.0408 -1.1487 -0.2983  3.0176  0.8088 -1.4008 -8.0805  8.8000  7.4829 
 1.0859 -0.7382  8.5382  1.0678  0.4384 -0.2095 -0.8575  1.6310  12.1577 -1.0859  0.7382  9.2618 -1.0678 -0.4384  2.2095  0.8575 -1.6310 -12.1577  8.9000  4.8244 
 1.1841 -0.6780  8.6388  0.9821  0.6015  1.0063 -0.9325  1.8509  11.8592 -1.1841  0.6780  9.3612 -0.9821 -0.6015  0.9937  0.9325 -1.8509 -11.8592  9.0000  3.5057 
 1.2730 -0.5994  8.8580  0.8888  0.7866  2.1922 -1.0521  2.0240  7.3272 -1.2730  0.5994  9.3420 -0.8888 -0.7866 -0.1922  1.0521 -2.0240 -7.3272  9.1000  5.2787 
 1.3514 -0.5005  9.1505  0.7836  0.9890  2.9249 -1.2236  2.1153  0.2219 -1.3514  0.5005  9.2495 -0.7836 -0.9890 -0.9249  1.2236 -2.1153 -0.2219  9.2000  7.9624 
 1.4175 -0.3804  9.4452  0.6613  1.2005  2.9471 -1.4418  2.0942 -6.8778 -1.4175  0.3804  9.1548 -0.6613 -1.2005 -0.9471  1.4418 -2.0942  6.8778  9.3000  8.3868 
 1.4692 -0.2394  9.6712  0.5171  1.4099  2.2593 -1.6875  1.9377 -11.4034 -1.4692  0.2394  9.1288 -0.5171 -1.4099 -0.2593  1.6875 -1.9377  11.4034  9.4000  6.5364 
 1.5040 -0.0790  9.7831  0.3483  1.6037  1.1190 -1.9290  1.6362 -11.7233 -1.5040  0.0790  9.2169 -0.3483 -1.6037  0.8810  1.9290 -1.6362  11.7233  9.5000  5.4737 
 1.5196  0.0977  9.7777  0.1554  1.7673 -0.0534 -2.1267  1.1983 -7.7307 -1.5196 -0.0977  9.4223 -0.1554 -1.7673  2.0534  2.1267 -1.1983  7.7307  9.6000  7.2119 
 1.5139  0.2864  9.6951 -0.0572  1.8871 -0.8264 -2.2420  0.6535 -0.8822 -1.5139 -0.2864  9.7049  0.0572 -1.8871  2.8264  2.2420 -0.6535  0.8822  9.7000  10.0199 
 1.4857  0.4817  9.6036 -0.2814  1.9525 -0.9147 -2.2486  0.0496  6.3289 -1.4857 -0.4817  9.9964  0.2814 -1.9525  2.9147  2.2486 -0.0496 -6.3289  9.8000  10.7124 
 1.4351  0.6774  9.5754 -0.5063  1.9575 -0.2818 -2.1410 -0.5568  11.2735 -1.4351 -0.6774  10.2246  0.5063 -1.9575  2.2818  2.1410  0.5568 -11.2735  9.9000  8.8761 
 1.3630  0.8676  9.6600 -0.7204  1.9018  0.8456 -1.9366 -1.1132  12.1391 -1.3630 -0.8676  10.3400  0.7204 -1.9018  1.1544  1.9366  1.1132 -12.1391  10.0000  7.4177 
 1.2716  1.0466  9.8660 -0.9140  1.7905  2.0595 -1.6688 -1.5821  8.5867 -1.2716 -1.0466  10.3340  0.9140 -1.7905 -0.0595  1.6688  1.5821 -8.5867  10.1000  8.6842 
 1.1635  1.2099  10.1578 -1.0809  1.6323  2.9182 -1.3772 -1.9459  1.8765 -1.1635 -1.2099  10.2422  1.0809 -1.6323 -0.9182  1.3772  1.9459 -1.8765  10.2000  11.2812 
 1.0417  1.3536  10.4684 -1.2186  1.4377  3.1058 -1.0962 -2.2051 -5.5845 -1.0417 -1.3536  10.1316  1.2186 -1.4377 -1.1058  1.0962  2.2051  5.5845  10.3000  11.8390 
 0.9089  1.4753  10.7231 -1.3283  1.2172  2.5474 -0.8493 -2.3727 -11.1097 -0.9089 -1.4753  10.0769  1.3283 -1.2172 -0.5474  0.8493  2.3727  11.1097  10.4000  9.4597 
 0.7675  1.5733  10.8667 -1.4132  0.9799  1.4364 -0.6469 -2.4673 -12.7017 -0.7675 -1.5733  10.1333  1.4132 -0.9799  0.5636  0.6469  2.4673  12.7017  10.5000  6.9961 
 0.6197  1.6466  10.8833 -1.4779  0.7332  0.1662 -0.4874 -2.5079 -9.7733 -0.6197 -1.6466  10.3167  1.4779 -0.7332  1.8338  0.4874  2.5079  9.7733  10.6000  7.4209 
 0.4671  1.6949  10.8022 -1.5266  0.4824 -0.8111 -0.3600 -2.5107 -3.3605 -0.4671 -1.6949  10.5978  1.5266 -0.4824  2.8111  0.3600  2.5107  3.3605  10.7000  9.9837 
 0.3108  1.7180  10.6875 -1.5626  0.2313 -1.1472 -0.2477 -2.4874  4.2484 -0.3108 -1.7180  10.9125  1.5626 -0.2313  3.1472  0.2477  2.4874 -4.2484  10.8000  11.1832 
 0.1521  1.7163  10.6153 -1.5874 -0.0174 -0.7223 -0.1299 -2.4440  10.3360 -0.1521 -1.7163  11.1847  1.5874  0.0174  2.7223  0.1299  2.4440 -10.3360  10.9000  9.3155 
-0.0080  1.6901  10.6464 -1.6004 -0.2618  0.3113  0.0146 -2.3802  12.7325  0.0080 -1.6901  11.3536  1.6004  0.2618  1.6887 -0.0146  2.3802 -12.7325  11.0000  6.6868 
-0.1679  1.6401  10.8049 -1.5989 -0.4999  1.5845  0.2048 -2.2884  10.5956  0.1679 -1.6401  11.3951  1.5989  0.4999  0.4155 -0.2048  2.2884 -10.5956  11.1000  6.6127 
-0.3257  1.5672  11.0693 -1.5785 -0.7287  2.6441  0.4535 -2.1542  4.7119  0.3257 -1.5672  11.3307  1.5785  0.7287 -0.6441 -0.4535  2.1542 -4.7119  11.2000  9.1144 
-0.4790  1.4728  11.3808 -1.5331 -0.9441  3.1153  0.7630 -1.9575 -2.7886  0.4790 -1.4728  11.2192  1.5331  0.9441 -1.1153 -0.7630  1.9575  2.7886  11.3000  10.9022 
-0.6247  1.3588  11.6644 -1.4568 -1.1399  2.8364  1.1205 -1.6763 -9.2020  0.6247 -1.3588  11.1356  1.4568  1.1399 -0.8364 -1.1205  1.6763  9.2020  11.4000  9.6321 
-0.7592  1.2281  11.8561 -1.3448 -1.3075  1.9162  1.4952 -1.2948 -12.2272  0.7592 -1.2281  11.1439  1.3448  1.3075  0.0838 -1.4952  1.2948  12.2272  11.5000  6.8707 
-0.8787  1.0844  11.9254 -1.1952 -1.4370  0.6935  1.8417 -0.8133 -10.7958  0.8787 -1.0844  11.2746  1.1952  1.4370  1.3065 -1.8417  0.8133  10.7958  11.6000  5.9450 
-0.9798  0.9325  11.8868 -1.0111 -1.5183 -0.3861  2.1095 -0.2571 -5.4567  0.9798 -0.9325  11.5132  1.0111  1.5183  2.3861 -2.1095  0.2571  5.4567  11.7000  7.5660 
-1.0598  0.7781  11.7936 -0.8001 -1.5440 -0.9318  2.2584  0.3224  1.8260  1.0598 -0.7781  11.8064  0.8001  1.5440  2.9318 -2.2584 -0.3224 -1.8260  11.8000  8.9774 
-1.1172  0.6270  11.7187 -0.5743 -1.5118 -0.7492  2.2726  0.8573  8.3864  1.1172 -0.6270  12.0813  0.5743  1.5118  2.7492 -2.2726 -0.8573 -8.3864  11.9000  7.6853 
-1.1519  0.4844  11.7277 -0.3470 -1.4261  0.0895  2.1650  1.2810  11.8245  1.1519 -0.4844  12.2723  0.3470  1.4261  1.9105 -2.1650 -1.2810 -11.8245  12.0000  4.7886 
-1.1650  0.3546  11.8548 -0.1305 -1.2979  1.2719  1.9705  1.5443  10.8766  1.1650 -0.3546  12.3452  0.1305  1.2979  0.7281 -1.9705 -1.5443 -10.8766  12.1000  3.5105 
-1.1583  0.2402  12.0908  0.0665 -1.1435  2.3596  1.7320  1.6248  5.8737  1.1583 -0.2402  12.3092 -0.0665  1.1435 -0.3596 -1.7320 -1.6248 -5.8737  12.2000  4.9124 
-1.1344  0.1421  12.3855  0.2397 -0.9810  2.9470  1.4879  1.5278 -1.3772  1.1344 -0.1421  12.2145 -0.2397  0.9810 -0.9470 -1.4879 -1.5278  1.3772  12.3000  6.5029 
-1.0955  0.0593  12.6664  0.3885 -0.8283  2.8092  1.2653  1.2812 -8.2437  1.0955 -0.0593  12.1336 -0.3885  0.8283 -0.8092 -1.2653 -1.2812  8.2437  12.4000  5.6058 
-1.0440 -0.0107  12.8649  0.5151 -0.7001  1.9849  1.0786  0.9309 -12.2171  1.0440  0.0107  12.1351 -0.5151  0.7001  0.0151 -1.0786 -0.9309  12.2171  12.5000  3.0159 
-0.9817 -0.0714  12.9412  0.6229 -0.6071  0.7632  0.9321  0.5372 -11.8162  0.9817  0.0714  12.2588 -0.6229  0.6071  1.2368 -0.9321 -0.5372  11.8162  12.6000  2.0397 
-0.9101 -0.1268  12.8994  0.7161 -0.5533 -0.4185  0.8219  0.1723 -7.1206  0.9101  0.1268  12.5006 -0.7161  0.5533  2.4185 -0.8219 -0.1723  7.1206  12.7000  4.1023 
