X0 Y0 Theta0 VX0 VY0 L0 FX0 FY0 T0 X1 Y1 Theta1 VX1 VY1 L1 FX1 FY1 T1 Time Energy
-0.2543  1.3160  67.6711 -1.0537 -0.7862  0.1115  0.7327 -1.5702  1.4625  0.2543 -1.3160  67.7289  1.0537  0.7862  1.8885 -0.7327  1.5702 -1.4625  67.7000  4.9213 
-0.3523  1.2217  67.6969 -0.9805 -0.9432  0.2577  0.7162 -1.3993  4.0136  0.3523 -1.2217  67.9031  0.9805  0.9432  1.7423 -0.7162  1.3993 -4.0136  67.8000  4.5673 
-0.4432  1.1134  67.7628 -0.9089 -1.0831  0.6591  0.7742 -1.1951  5.2178  0.4432 -1.1134  68.0372  0.9089  1.0831  1.3409 -0.7742  1.1951 -5.2178  67.9000  4.0500 
-0.5264  0.9931  67.8809 -0.8314 -1.2027  1.1809  0.9197 -0.9250  4.6688  0.5264 -0.9931  68.1191  0.8314  1.2027  0.8191 -0.9197  0.9250 -4.6688  68.0000  3.9147 
-0.6003  0.8636  68.0456 -0.7395 -1.2952  1.6477  1.1393 -0.5520  2.5779  0.6003 -0.8636  68.1544  0.7395  1.2952  0.3523 -1.1393  0.5520 -2.5779  68.1000  4.2307 
-0.6629  0.7286  68.2362 -0.6255 -1.3504  1.9055  1.3847 -0.0515 -0.3128  0.6629 -0.7286  68.1638  0.6255  1.3504  0.0945 -1.3847  0.0515  0.3128  68.2000  4.4618 
-0.7116  0.5930  68.4236 -0.4871 -1.3555  1.8743  1.5790  0.5629 -3.0064  0.7116 -0.5930  68.1764  0.4871  1.3555  0.1257 -1.5790 -0.5629  3.0064  68.3000  4.0850 
-0.7445  0.4631  68.5810 -0.3292 -1.2992  1.5736  1.6450  1.2179 -4.6117  0.7445 -0.4631  68.2190  0.3292  1.2992  0.4264 -1.6450 -1.2179  4.6117  68.4000  3.1928 
-0.7610  0.3454  68.6922 -0.1647 -1.1774  1.1124  1.5486  1.7878 -4.6515  0.7610 -0.3454  68.3078  0.1647  1.1774  0.8876 -1.5486 -1.7878  4.6515  68.5000  2.3632 
-0.7619  0.2455  68.7569 -0.0098 -0.9986  0.6473  1.3204  2.1383 -3.2095  0.7619 -0.2455  68.4431  0.0098  0.9986  1.3527 -1.3204 -2.1383  3.2095  68.6000  2.0050 
-0.7497  0.1670  68.7896  0.1222 -0.7848  0.3263  1.0344  2.1775 -0.8743  0.7497 -0.1670  68.6104 -0.1222  0.7848  1.6737 -1.0344 -2.1775  0.8743  68.7000  1.9822 
-0.7272  0.1103  68.8135  0.2257 -0.5671  0.2389  0.7617  1.8810  1.4893  0.7272 -0.1103  68.7865 -0.2257  0.5671  1.7611 -0.7617 -1.8810 -1.4893  68.8000  1.8999 
-0.6970  0.0724  68.8522  0.3018 -0.3790  0.3878  0.5376  1.2896  3.0574  0.6970 -0.0724  68.9478 -0.3018  0.3790  1.6122 -0.5376 -1.2896 -3.0574  68.9000  1.6109 
-0.6614  0.0474  68.9216  0.3556 -0.2500  0.6936  0.3627  0.4971  3.3441  0.6614 -0.0474  69.0784 -0.3556  0.2500  1.3064 -0.3627 -0.4971 -3.3441  69.0000  1.3124 
-0.6222  0.0274  69.0244  0.3919 -0.2003  1.0280  0.2301 -0.3577  2.3743  0.6222 -0.0274  69.1756 -0.3919  0.2003  0.9720 -0.2301  0.3577 -2.3743  69.1000  1.2082 
-0.5807  0.0038  69.1509  0.4149 -0.2361  1.2654  0.1544 -1.0986  0.6685  0.5807 -0.0038  69.2491 -0.4149  0.2361  0.7346 -0.1544  1.0986 -0.6685  69.2000  1.2563 
-0.5377 -0.0308  69.2842  0.4303 -0.3459  1.3323  0.1647 -1.5256 -0.9627  0.5377  0.0308  69.3158 -0.4303  0.3459  0.6677 -0.1647  1.5256  0.9627  69.3000  1.3198 
-0.4930 -0.0807  69.4078  0.4468 -0.4985  1.2360  0.2371 -1.4543 -1.7532  0.4930  0.0807  69.3922 -0.4468  0.4985  0.7640 -0.2371  1.4543  1.7532  69.4000  1.4132 
-0.4460 -0.1451  69.5138  0.4705 -0.6439  1.0607  0.2027 -0.8237 -1.3442  0.4460  0.1451  69.4862 -0.4705  0.6439  0.9393 -0.2027  0.8237  1.3442  69.5000  1.6114 
-0.3969 -0.2177  69.6065  0.4908 -0.7263  0.9263 -0.1793  0.1301 -0.0324  0.3969  0.2177  69.5935 -0.4908  0.7263  1.0737  0.1793 -0.1301  0.0324  69.6000  1.7765 
-0.3496 -0.2890  69.6988  0.4728 -0.7133  0.9230 -0.8806  0.9196  1.3142  0.3496  0.2890  69.7012 -0.4728  0.7133  1.0770  0.8806 -0.9196 -1.3142  69.7000  1.6754 
-0.3111 -0.3511  69.8042  0.3848 -0.6213  1.0544 -1.4848  1.2332  1.7775  0.3111  0.3511  69.7958 -0.3848  0.6213  0.9456  1.4848 -1.2332 -1.7775  69.8000  1.3838 
-0.2875 -0.4009  69.9274  0.2363 -0.4980  1.2322 -1.6044  1.1342  0.9772  0.2875  0.4009  69.8726 -0.2363  0.4980  0.7678  1.6044 -1.1342 -0.9772  69.9000  1.1955 
-0.2799 -0.4394  70.0604  0.0759 -0.3846  1.3299 -1.1778  0.8001 -0.7520  0.2799  0.4394  69.9396 -0.0759  0.3846  0.6701  1.1778 -0.8001  0.7520  70.0000  1.1717 
-0.2841 -0.4698  70.1859 -0.0419 -0.3046  1.2547 -0.3802  0.3446 -2.5886  0.2841  0.4698  70.0141  0.0419  0.3046  0.7453  0.3802 -0.3446  2.5886  70.1000  1.1389 
-0.2921 -0.4969  70.2855 -0.0799 -0.2701  0.9959  0.5496 -0.1460 -3.6252  0.2921  0.4969  70.1145  0.0799  0.2701  1.0041 -0.5496  0.1460  3.6252  70.2000  1.0639 
-0.2946 -0.5253  70.3488 -0.0250 -0.2847  0.6333  1.4112 -0.5568 -3.2606  0.2946  0.5253  70.2512  0.0250  0.2847  1.3667 -1.4112  0.5568  3.2606  70.3000  1.1381 
-0.2830 -0.5594  70.3795  0.1161 -0.3404  0.3073  2.0691 -0.7624 -1.4541  0.2830  0.5594  70.4205 -0.1161  0.3404  1.6927 -2.0691  0.7624  1.4541  70.4000  1.4406 
-0.2507 -0.6010  70.3957  0.3230 -0.4166  0.1619  2.4348 -0.6879  1.2417  0.2507  0.6010  70.6043 -0.3230  0.4166  1.8381 -2.4348  0.6879 -1.2417  70.5000  1.7415 
-0.1940 -0.6496  70.4243  0.5665 -0.4854  0.2860  2.4525 -0.3612  3.8705  0.1940  0.6496  70.7757 -0.5665  0.4854  1.7140 -2.4525  0.3612 -3.8705  70.6000  1.8171 
-0.1129 -0.7017  70.4916  0.8118 -0.5215  0.6731  2.1241  0.0853  5.4172  0.1129  0.7017  70.9084 -0.8118  0.5215  1.3269 -2.1241 -0.0853 -5.4172  70.7000  1.8589 
-0.0104 -0.7530  70.6131  1.0242 -0.5130  1.2148  1.5432  0.4848  5.1911  0.0104  0.7530  70.9869 -1.0242  0.5130  0.7852 -1.5432 -0.4848 -5.1911  70.8000  2.3182 
 0.1074 -0.7995  70.7865  1.1785 -0.4645  1.7339  0.8771  0.7367  3.1179 -0.1074  0.7995  71.0135 -1.1785  0.4645  0.2661 -0.8771 -0.7367 -3.1179  70.9000  3.2666 
 0.2340 -0.8386  70.9911  1.2662 -0.3909  2.0457  0.2862  0.8494 -0.1833 -0.2340  0.8386  71.0089 -1.2662  0.3909 -0.0457 -0.2862 -0.8494  0.1833  71.0000  4.1135 
 0.3635 -0.8691  71.1938  1.2948 -0.3059  2.0274 -0.1416  0.8992 -3.5942 -0.3635  0.8691  71.0062 -1.2948  0.3059 -0.0274  0.1416 -0.8992  3.5942  71.1000  4.1970 
 0.4916 -0.8907  71.3606  1.2807 -0.2160  1.6680 -0.3962  0.9633 -5.9011 -0.4916  0.8907  71.0394 -1.2807  0.2160  0.3320  0.3962 -0.9633  5.9011  71.2000  3.6162 
 0.6157 -0.9027  71.4684  1.2411 -0.1197  1.0779 -0.5133  1.0847 -6.2499 -0.6157  0.9027  71.1316 -1.2411  0.1197  0.9221  0.5133 -1.0847  6.2499  71.3000  3.2050 
 0.7347 -0.9038  71.5137  1.1897 -0.0112  0.4529 -0.5439  1.2712 -4.4729 -0.7347  0.9038  71.2863 -1.1897  0.0112  1.5471  0.5439 -1.2712  4.4729  71.4000  3.5668 
 0.8482 -0.8922  71.5143  1.1353  0.1159  0.0056 -0.5372  1.5067 -1.1620 -0.8482  0.8922  71.4857 -1.1353 -0.1159  1.9944  0.5372 -1.5067  1.1620  71.5000  4.3423 
 0.9564 -0.8656  71.5032  1.0816  0.2666 -0.1106 -0.5353  1.7628  2.5373 -0.9564  0.8656  71.6968 -1.0816 -0.2666  2.1106  0.5353 -1.7628 -2.5373  71.6000  4.6662 
 1.0592 -0.8213  71.5175  1.0281  0.4429  0.1431 -0.5712  2.0059  5.3347 -1.0592  0.8213  71.8825 -1.0281 -0.4429  1.8569  0.5712 -2.0059 -5.3347  71.7000  4.2693 
 1.1563 -0.7569  71.5852  0.9710  0.6435  0.6766 -0.6674  2.2011  6.2582 -1.1563  0.7569  72.0148 -0.9710 -0.6435  1.3234  0.6674 -2.2011 -6.2582  71.8000  3.8342 
 1.2467 -0.6706  71.7154  0.9042  0.8636  1.3024 -0.8347  2.3139  5.0032 -1.2467  0.6706  72.0846 -0.9042 -0.8636  0.6976  0.8347 -2.3139 -5.0032  71.9000  4.1509 
 1.3288 -0.5611  71.8957  0.8208  1.0950  1.8027 -1.0692  2.3131  2.0408 -1.3288  0.5611  72.1043 -0.8208 -1.0950  0.1973  1.0692 -2.3131 -2.0408  72.0000  5.1488 
 1.4001 -0.4285  72.0964  0.7139  1.3263  2.0068 -1.3513  2.1745 -1.5526 -1.4001  0.4285  72.1036 -0.7139 -1.3263 -0.0068  1.3513 -2.1745  1.5526  72.1000  6.0236 
 1.4580 -0.2741  72.2815  0.5787  1.5437  1.8515 -1.6469  1.8869 -4.4844 -1.4580  0.2741  72.1185 -0.5787 -1.5437  0.1485  1.6469 -1.8869  4.4844  72.2000  6.2645 
 1.4994 -0.1008  72.4218  0.4140  1.7324  1.4031 -1.9121  1.4578 -5.7116 -1.4994  0.1008  72.1782 -0.4140 -1.7324  0.5969  1.9121 -1.4578  5.7116  72.3000  6.2435 
 1.5217  0.0870  72.5050  0.2228  1.8782  0.8319 -2.1041  0.9167 -4.8156 -1.5217 -0.0870  72.2950 -0.2228 -1.8782  1.1681  2.1041 -0.9167  4.8156  72.4000  6.6368 
 1.5229  0.2840  72.5400  0.0124  1.9699  0.3504 -2.1927  0.3117 -2.1500 -1.5229 -0.2840  72.4600 -0.0124 -1.9699  1.6496  2.1927 -0.3117  2.1500  72.5000  7.4801 
 1.5023  0.4841  72.5536 -0.2069  2.0010  0.1354 -2.1692 -0.3000  1.2912 -1.5023 -0.4841  72.6464  0.2069 -2.0010  1.8646  2.1692  0.3000 -1.2912  72.6000  8.1098 
 1.4599  0.6812  72.5800 -0.4238  1.9710  0.2645 -2.0481 -0.8656  4.2371 -1.4599 -0.6812  72.8200  0.4238 -1.9710  1.7355  2.0481  0.8656 -4.2371  72.7000  8.0451 
 1.3970  0.8696  72.6489 -0.6286  1.8845  0.6882 -1.8600 -1.3475  5.6022 -1.3970 -0.8696  72.9511  0.6286 -1.8845  1.3118  1.8600  1.3475 -5.6022  72.8000  7.6215 
 1.3156  1.0446  72.7737 -0.8146  1.7497  1.2484 -1.6411 -1.7279  4.8795 -1.3156 -1.0446  73.0263  0.8146 -1.7497  0.7516  1.6411  1.7279 -4.8795  72.9000  7.5344 
 1.2177  1.2023  72.9473 -0.9787  1.5769  1.7364 -1.4231 -2.0065  2.3238 -1.2177 -1.2023  73.0527  0.9787 -1.5769  0.2636  1.4231  2.0065 -2.3238  73.0000  7.9078 
 1.1056  1.3399  73.1442 -1.1210  1.3763  1.9688 -1.2271 -2.1953 -1.1410 -1.1056 -1.3399  73.0558  1.1210 -1.3763  0.0312  1.2271  2.1953  1.1410  73.1000  8.1381 
 0.9812  1.4556  73.3297 -1.2437  1.1568  1.8547 -1.0623 -2.3120 -4.2569 -0.9812 -1.4556  73.0703  1.2437 -1.1568  0.1453  1.0623  2.3120  4.2569  73.2000  7.7269 
 0.8462  1.5482  73.4726 -1.3499  0.9256  1.4290 -0.9265 -2.3754 -5.8864 -0.8462 -1.5482  73.1274  1.3499 -0.9256  0.5710  0.9265  2.3754  5.8864  73.3000  6.9961 
 0.7020  1.6170  73.5566 -1.4426  0.6880  0.8403 -0.8093 -2.4019 -5.4237 -0.7020 -1.6170  73.2434  1.4426 -0.6880  1.1597  0.8093  2.4019  5.4237  73.4000  6.7181 
 0.5496  1.6617  73.5864 -1.5235  0.4478  0.2980 -0.6940 -2.4042 -3.0145 -0.5496 -1.6617  73.4136  1.5235 -0.4478  1.7020  0.6940  2.4042  3.0145  73.5000  7.1256 
 0.3903  1.6825  73.5861 -1.5929  0.2074 -0.0035 -0.5609 -2.3894  0.4956 -0.3903 -1.6825  73.6139  1.5929 -0.2074  2.0035  0.5609  2.3894 -0.4956  73.6000  7.5989 
 0.2254  1.6793  73.5907 -1.6490 -0.0315  0.0461 -0.3893 -2.3579  3.8640 -0.2254 -1.6793  73.8093  1.6490  0.0315  1.9539  0.3893  2.3579 -3.8640  73.7000  7.4592 
 0.0566  1.6526  73.6339 -1.6879 -0.2673  0.4325 -0.1609 -2.3030  5.8973 -0.0566 -1.6526  73.9661  1.6879  0.2673  1.5675  0.1609  2.3030 -5.8973  73.8000  6.8487 
-0.1138  1.6028  73.7361 -1.7040 -0.4976  1.0222  0.1363 -2.2096  5.8788  0.1138 -1.6028  74.0639  1.7040  0.4976  0.9778 -0.1363  2.2096 -5.8788  73.9000  6.5484 
-0.2828  1.5310  73.8971 -1.6904 -0.7186  1.6101  0.5031 -2.0566  3.8242  0.2828 -1.5310  74.1029  1.6904  0.7186  0.3899 -0.5031  2.0566 -3.8242  74.0000  6.9582 
-0.4468  1.4385  74.0964 -1.6401 -0.9242  1.9925  0.9246 -1.8203  0.4730  0.4468 -1.4385  74.1036  1.6401  0.9242  0.0075 -0.9246  1.8203 -0.4730  74.1000  7.5497 
-0.6016  1.3279  74.3004 -1.5476 -1.1063  2.0398  1.3676 -1.4835 -2.9798  0.6016 -1.3279  74.0996  1.5476  1.1063 -0.0398 -1.3676  1.4835  2.9798  74.2000  7.4982 
-0.7427  1.2025  74.4746 -1.4109 -1.2546  1.7418  1.7839 -1.0452 -5.3154  0.7427 -1.2025  74.1254  1.4109  1.2546  0.2582 -1.7839  1.0452  5.3154  74.3000  6.6832 
-0.8659  1.0665  74.5956 -1.2325 -1.3591  1.2103  2.1205 -0.5294 -5.7284  0.8659 -1.0665  74.2044  1.2325  1.3591  0.7897 -2.1205  0.5294  5.7284  74.4000  5.7893 
-0.9680  0.9253  74.6593 -1.0204 -1.4121  0.6375  2.3353  0.0143 -4.1117  0.9680 -0.9253  74.3407  1.0204  1.4121  1.3625 -2.3353 -0.0143  4.1117  74.5000  5.4142 
-1.0467  0.7843  74.6820 -0.7869 -1.4107  0.2263  2.4096  0.5212 -1.0884  1.0467 -0.7843  74.5180  0.7869  1.4107  1.7737 -2.4096 -0.5212  1.0884  74.6000  5.3553 
-1.1012  0.6484  74.6937 -0.5459 -1.3585  0.1174  2.3520  0.9279  2.2198  1.1012 -0.6484  74.7063  0.5459  1.3585  1.8826 -2.3520 -0.9279 -2.2198  74.7000  4.9675 
-1.1323  0.5218  74.7276 -0.3107 -1.2657  0.3394  2.1921  1.1881  4.6015  1.1323 -0.5218  74.8724  0.3107  1.2657  1.6606 -2.1921 -1.1881 -4.6015  74.8000  4.0738 
-1.1415  0.4071  74.8076 -0.0915 -1.1469  0.7996  1.9684  1.2804  5.1938  1.1415 -0.4071  74.9924  0.0915  1.1469  1.2004 -1.9684 -1.2804 -5.1938  74.9000  3.2153 
-1.1309  0.3053  74.9395  0.1053 -1.0189  1.3189  1.7173  1.2094  3.7934  1.1309 -0.3053  75.0605 -0.1053  1.0189  0.6811 -1.7173 -1.2094 -3.7934  75.0000  2.9365 
-1.1032  0.2155  75.1093  0.2770 -0.8980  1.6983  1.4673  1.0016  0.9287  1.1032 -0.2155  75.0907 -0.2770  0.8980  0.3017 -1.4673 -1.0016 -0.9287  75.1000  3.0829 
-1.0609  0.1357  75.2884  0.4238 -0.7978  1.7912  1.2379  0.7008 -2.3315  1.0609 -0.1357  75.1116 -0.4238  0.7978  0.2088 -1.2379 -0.7008  2.3315  75.2000  3.0448 
-1.0061  0.0629  75.4442  0.5476 -0.7277  1.5580  1.0410  0.3651 -4.7632  1.0061 -0.0629  75.1558 -0.5476  0.7277  0.4420 -1.0410 -0.3651  4.7632  75.3000  2.6078 
-0.9409 -0.0062  75.5524  0.6517 -0.6912  1.0817  0.8815  0.0637 -5.4287  0.9409  0.0062  75.2476 -0.6517  0.6912  0.9183 -0.8815 -0.0637  5.4287  75.4000  2.2514 
-0.8670 -0.0747  75.6063  0.7398 -0.6848  0.5388  0.7539 -0.1257 -4.0163  0.8670  0.0747  75.3937 -0.7398  0.6848  1.4612 -0.7539  0.1257  4.0163  75.5000  2.4790 
-0.7854 -0.1444  75.6200  0.8152 -0.6974  0.1372  0.6306 -0.1271 -0.9592  0.7854  0.1444  75.5800 -0.8152  0.6974  1.8628 -0.6306  0.1271  0.9592  75.6000  3.0705 
-0.6976 -0.2154  75.6241  0.8783 -0.7101  0.0413  0.4477  0.1102  2.7044  0.6976  0.2154  75.7759 -0.8783  0.7101  1.9587 -0.4477 -0.1102 -2.7044  75.7000  3.2892 
-0.6053 -0.2854  75.6553  0.9230 -0.6991  0.3117  0.1078  0.5649  5.6741  0.6053  0.2854  75.9447 -0.9230  0.6991  1.6883 -0.1078 -0.5649 -5.6741  75.8000  2.8208 
-0.5119 -0.3496  75.7432  0.9338 -0.6426  0.8791 -0.4612  1.1005  6.8132  0.5119  0.3496  76.0568 -0.9338  0.6426  1.1209  0.4612 -1.1005 -6.8132  75.9000  2.2222 
-0.4232 -0.4029  75.8993  0.8877 -0.5326  1.5604 -1.1941  1.4987  5.5355  0.4232  0.4029  76.1007 -0.8877  0.5326  0.4396  1.1941 -1.4987 -5.5355  76.0000  2.2278 
-0.3463 -0.4411  76.1107  0.7683 -0.3827  2.1140 -1.8451  1.6033  2.0577  0.3463  0.4411  76.0893 -0.7683  0.3827 -0.1140  1.8451 -1.6033 -2.0577  76.1000  2.7365 
-0.2880 -0.4634  76.3426  0.5838 -0.2224  2.3198 -2.1228  1.4265 -2.5788  0.2880  0.4634  76.0574 -0.5838  0.2224 -0.3198  2.1228 -1.4265  2.5788  76.2000  2.8233 
-0.2508 -0.4713  76.5488  0.3715 -0.0797  2.0619 -1.8752  1.0747 -6.7972  0.2508  0.4713  76.0512 -0.3715  0.0797 -0.0619  1.8752 -1.0747  6.7972  76.3000  1.9560 
-0.2324 -0.4686  76.6870  0.1840  0.0278  1.3822 -1.1469  0.6203 -9.0302  0.2324  0.4686  76.1130 -0.1840 -0.0278  0.6178  1.1469 -0.6203  9.0302  76.4000  0.9462 
-0.2255 -0.4596  76.7349  0.0693  0.0898  0.4791 -0.1287  0.0897 -8.3031  0.2255  0.4596  76.2651 -0.0693 -0.0898  1.5209  0.1287 -0.0897  8.3031  76.5000  1.1730 
-0.2198 -0.4497  76.6998  0.0564  0.0987 -0.3512  0.9239 -0.4504 -4.6217  0.2198  0.4497  76.5002 -0.0564 -0.0987  2.3512 -0.9239  0.4504  4.6217  76.6000  2.7747 
-0.2050 -0.4443  76.6185  0.1488  0.0537 -0.8134  1.7689 -0.8394  0.9764  0.2050  0.4443  76.7815 -0.1488 -0.0537  2.8134 -1.7689  0.8394 -0.9764  76.7000  4.1405 
-0.1724 -0.4474  76.5469  0.3257 -0.0302 -0.7157  2.2110 -0.8961  6.7254  0.1724  0.4474  77.0531 -0.3257  0.0302  2.7157 -2.2110  0.8961 -6.7254  76.8000  3.6864 
-0.1177 -0.4594  76.5426  0.5468 -0.1198 -0.0432  2.1008 -0.5916  10.6843  0.1177  0.4594  77.2574 -0.5468  0.1198  2.0432 -2.1008  0.5916 -10.6843  76.9000  1.9491 
-0.0420 -0.4773  76.6451  0.7569 -0.1790  1.0253  1.4164 -0.1667  11.3498  0.0420  0.4773  77.3549 -0.7569  0.1790  0.9747 -1.4164  0.1667 -11.3498  77.0000  1.2699 
 0.0478 -0.4968  76.8612  0.8985 -0.1957  2.1602  0.4182  0.0385  8.1785 -0.0478  0.4968  77.3388 -0.8985  0.1957 -0.1602 -0.4182 -0.0385 -8.1785  77.1000  3.0703 
 0.1419 -0.5160  77.1590  0.9403 -0.1918  2.9781 -0.4505 -0.0510  1.9253 -0.1419  0.5160  77.2410 -0.9403  0.1918 -0.9781  0.4505  0.0510 -1.9253  77.2000  5.8246 
 0.2314 -0.5357  77.4760  0.8953 -0.1969  3.1706 -0.9120 -0.2119 -5.4156 -0.2314  0.5357  77.1240 -0.8953  0.1969 -1.1706  0.9120  0.2119  5.4156  77.3000  6.4685 
 0.3118 -0.5575  77.7389  0.8041 -0.2181  2.6291 -0.9625 -0.2203 -11.2538 -0.3118  0.5575  77.0611 -0.8041  0.2181 -0.6291  0.9625  0.2203  11.2538  77.4000  4.1193 
 0.3826 -0.5815  77.8893  0.7078 -0.2401  1.5037 -0.7262 -0.0084 -13.4034 -0.3826  0.5815  77.1107 -0.7078  0.2401  0.4963  0.7262  0.0084  13.4034  77.5000  1.5706 
 0.4461 -0.6056  77.9056  0.6352 -0.2410  0.1633 -0.3369  0.3783 -10.9558 -0.4461  0.6056  77.2944 -0.6352  0.2410  1.8367  0.3369 -0.3783  10.9558  77.6000  2.1018 
 0.5063 -0.6259  77.8124  0.6015 -0.2031 -0.9322  0.0911  0.8583 -4.6572 -0.5063  0.6259  77.5876 -0.6015  0.2031  2.9322 -0.0911 -0.8583  4.6572  77.7000  5.2819 
 0.5673 -0.6377  77.6726  0.6106 -0.1173 -1.3980  0.4614  1.3568  3.3394 -0.5673  0.6377  77.9274 -0.6106  0.1173  3.3980 -0.4614 -1.3568 -3.3394  77.8000  7.2896 
 0.6330 -0.6358  77.5662  0.6568  0.0184 -1.0640  0.6965  1.8143  10.2429 -0.6330  0.6358  78.2338 -0.6568 -0.0184  3.0640 -0.6965 -1.8143 -10.2429  77.9000  5.6535 
 0.7056 -0.6158  77.5622  0.7264  0.1998 -0.0397  0.7445  2.1810  13.6268 -0.7056  0.6158  78.4378 -0.7264 -0.1998  2.0397 -0.7445 -2.1810 -13.6268  78.0000  2.4571 
 0.7857 -0.5741  77.6945  0.8009  0.4179  1.3229  0.5891  2.4103  12.3031 -0.7857  0.5741  78.5055 -0.8009 -0.4179  0.6771 -0.5891 -2.4103 -12.3031  78.1000  1.8199 
 0.8717 -0.5082  77.9499  0.8598  0.6589  2.5533  0.2565  2.4614  6.7496 -0.8717  0.5082  78.4501 -0.8598 -0.6589 -0.5533 -0.2565 -2.4614 -6.7496  78.2000  4.7671 
 0.9603 -0.4177  78.2727  0.8854  0.9051  3.2282 -0.1877  2.3120 -1.0617 -0.9603  0.4177  78.3273 -0.8854 -0.9051 -1.2282  0.1877 -2.3120  1.0617  78.3000  7.9910 
 1.0469 -0.3040  78.5849  0.8667  1.1363  3.1220 -0.6556  1.9749 -8.3695 -1.0469  0.3040  78.2151 -0.8667 -1.1363 -1.1220  0.6556 -1.9749  8.3695  78.4000  8.0512 
 1.1270 -0.1706  78.8134  0.8011  1.3338  2.2851 -1.0669  1.5021 -12.6076 -1.1270  0.1706  78.1866 -0.8011 -1.3338 -0.2851  1.0669 -1.5021  12.6076  78.5000  5.6214 
 1.1965 -0.0222  78.9158  0.6944  1.4840  1.0243 -1.3755  0.9711 -12.3151 -1.1965  0.0222  78.2842 -0.6944 -1.4840  0.9757  1.3755 -0.9711  12.3151  78.6000  4.4189 
 1.2522  0.1359  78.8951  0.5569  1.5811 -0.2072 -1.5776  0.4578 -7.6492 -1.2522 -0.1359  78.5049 -0.5569 -1.5811  2.2072  1.5776 -0.4578  7.6492  78.7000  6.3284 
 1.2921  0.2985  78.7979  0.3991  1.6269 -0.9721 -1.6992  0.0151 -0.3217 -1.2921 -0.2985  78.8021 -0.3991 -1.6269  2.9721  1.6992 -0.0151  0.3217  78.8000  9.0534 
 1.3150  0.4614  78.6975  0.2292  1.6284 -1.0043 -1.7767 -0.3342  7.0181 -1.3150 -0.4614  79.1025 -0.2292 -1.6284  3.0043  1.7767  0.3342 -7.0181  78.9000  9.2330 
 1.3201  0.6209  78.6672  0.0515  1.5950 -0.3025 -1.8404 -0.5928  11.7330 -1.3201 -0.6209  79.3328 -0.0515 -1.5950  2.3025  1.8404  0.5928 -11.7330  79.0000  6.8577 
 1.3069  0.7744  78.7543 -0.1325  1.5357  0.8708 -1.9078 -0.7786  12.1420 -1.3069 -0.7744  79.4457  0.1325 -1.5357  1.1292  1.9078  0.7786 -12.1420  79.1000  5.2269 
 1.2745  0.9202  78.9628 -0.3233  1.4578  2.0850 -1.9831 -0.9161  8.1205 -1.2745 -0.9202  79.4372  0.3233 -1.4578 -0.0850  1.9831  0.9161 -8.1205  79.2000  6.5857 
 1.2224  1.0568  79.2525 -0.5216  1.3662  2.8971 -2.0594 -1.0304  1.1416 -1.2224 -1.0568  79.3475  0.5216 -1.3662 -0.8971  2.0594  1.0304 -1.1416  79.3000  9.2101 
 1.1496  1.1832  79.5537 -0.7276  1.2632  3.0113 -2.1223 -1.1439 -6.2564 -1.1496 -1.1832  79.2463  0.7276 -1.2632 -1.0113  2.1223  1.1439  6.2564  79.4000  9.7446 
 1.0556  1.2980  79.7922 -0.9398  1.1488  2.3856 -2.1522 -1.2739 -11.3856 -1.0556 -1.2980  79.2078  0.9398 -1.1488 -0.3856  2.1522  1.2739  11.3856  79.5000  7.6731 
 0.9401  1.4002  79.9169 -1.1550  1.0214  1.2471 -2.1267 -1.4303 -12.3774 -0.9401 -1.4002  79.2831  1.1550 -1.0214  0.7529  2.1267  1.4303  12.3774  79.6000  6.0140 
 0.8034  1.4880  79.9178 -1.3677  0.8783  0.0093 -2.0233 -1.6147 -8.8559 -0.8034 -1.4880  79.4822  1.3677 -0.8783  1.9907  2.0233  1.6147  8.8559  79.7000  7.3229 
 0.6464  1.5597  79.8302 -1.5700  0.7169 -0.8763 -1.8219 -1.8176 -2.0752 -0.6464 -1.5597  79.7698  1.5700 -0.7169  2.8763  1.8219  1.8176  2.0752  79.8000  10.2811 
 0.4712  1.6132  79.7218 -1.7522  0.5351 -1.0838 -1.5091 -2.0191  5.5311 -0.4712 -1.6132  80.0782  1.7522 -0.5351  3.0838  1.5091  2.0191 -5.5311  79.9000  11.3905 
 0.2808  1.6465  79.6688 -1.9031  0.3332 -0.5307 -1.0835 -2.1896  11.2242 -0.2808 -1.6465  80.3312  1.9031 -0.3332  2.5307  1.0835  2.1896 -11.2242  80.0000  9.5752 
 0.0797  1.6580  79.7279 -2.0115  0.1142  0.5917 -0.5599 -2.2955  12.9448 -0.0797 -1.6580  80.4721  2.0115 -0.1142  1.4083  0.5599  2.2955 -12.9448  80.1000  7.6311 
-0.1271  1.6464  79.9166 -2.0675 -0.1153  1.8862  0.0292 -2.3072  10.0550  0.1271 -1.6464  80.4834  2.0675  0.1153  0.1138 -0.0292  2.3072 -10.0550  80.2000  8.5625 
-0.3335  1.6118  80.2057 -2.0645 -0.3460  2.8917  0.6365 -2.2088  3.5690  0.3335 -1.6118  80.3943  2.0645  0.3460 -0.8917 -0.6365  2.2088 -3.5690  80.3000  11.5680 
-0.5336  1.5551  80.5306 -2.0009 -0.5669  3.2486  1.2097 -2.0041 -4.2080  0.5336 -1.5551  80.2694  2.0009  0.5669 -1.2486 -1.2097  2.0041  4.2080  80.4000  12.9550 
